UID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,AREA_HA,NARS_NAME,US_L3NAME,date,CHLA,MICX,MICX_ND,mosaic,offset_days,n_inside,n_land,n_cloud,n_below_detection,n_valid,n_water,ci_lake,ci_detected,n_touched,log_ci,log_chla
2021564,NLA22_GA-10087,1,8/23/2022,GA,15496.53304,LAKE SIDNEY LANIER,Piedmont,2022-08-23,7.07,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222332022239.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,1729,314.0,535.0,880.0,0.0,880.0,6.500000648917879e-05,0.0,,-4.1870866,0.8494194137968994
2021600,NLA22_MN-10025,1,8/24/2022,MN,304.4363896,ANDREW LAKE,North Central Hardwood Forests,2022-08-24,5.24,0.55,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222332022239.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,35,4.0,11.0,8.0,12.0,20.0,0.003426663037657071,1.0,,-2.4651286,0.7193312869837266
2021562,NLA22_NC-10011,1,8/23/2022,NC,10566.4609,LAKE MATTAMUSKEET,Middle Atlantic Coastal Plain,2022-08-23,98.4,0.49,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222332022239.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,1175,33.0,119.0,5.0,1018.0,1023.0,0.020323354845454233,1.0,,-1.6920045999999997,1.9929950984313416
2021597,NLA22_ND-10024,1,8/24/2022,ND,54.89601472,BERRY LAKE,Northern Glaciated Plains,2022-08-24,13.6,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222332022239.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,5,2.0,1.0,2.0,0.0,2.0,6.500000648917879e-05,0.0,,-4.1870866,1.1335389083702174
2021605,NES22-10187,1,8/24/2022,NV,4643.422111,NONE,Central Basin and Range,2022-08-24,46.4,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222332022239.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,512,83.0,359.0,39.0,31.0,70.0,0.013931548782293813,1.0,,-1.8560005999999998,1.6665179805548809
2021626,NES22-10197,1,8/25/2022,NV,12000.84593,NONE,Central Basin and Range,2022-08-25,38.2,0.21,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222332022239.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,1334,0.0,21.0,3.0,1310.0,1313.0,0.01594297628170528,1.0,,-1.7974305999999998,1.5820633629117087
2021555,NES22-10010,1,8/23/2022,NY,107533.5589,South Bay Lake Champlain,Eastern Great Lakes Lowlands,2022-08-23,6.9,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222332022239.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,11970,168.0,1395.0,10238.0,169.0,10407.0,0.009295856266680787,1.0,,-2.0317106,0.8388490907372553
2021596,NES22-10009,1,8/24/2022,NY,1686.695902,NONE,Northeastern Highlands,2022-08-24,3.67,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222332022239.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,187,22.0,75.0,90.0,0.0,90.0,6.500000648917879e-05,0.0,,-4.1870866,0.5646660642520893
2021563,NLA22_OK-10122,1,8/23/2022,OK,208.0541782,LONE CHIMNEY LAKE,Central Great Plains,2022-08-23,27.4,0.1,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222332022239.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,22,7.0,3.0,4.0,8.0,12.0,0.003715466928598598,1.0,,-2.4299865999999994,1.437750562820388
2021554,NES22-10106,1,8/23/2022,TX,10683.49806,NONE,Cross Timbers,2022-08-23,37.4,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222332022239.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,1187,404.0,3.0,302.0,478.0,780.0,0.016826639874000782,1.0,,-1.7740025999999998,1.57287160220048
2021561,NLA22_TX-10130,1,8/23/2022,TX,423.9226624,LAKE AMON G CARTER,Cross Timbers,2022-08-23,51.7,0.17,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222332022239.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,49,8.0,3.0,13.0,25.0,38.0,0.011227612102877545,1.0,,-1.9497125999999998,1.7134905430939424
2020479,NLA22_WA-10007,1,8/23/2022,WA,75.12435721,GRIMES LAKE,Columbia Plateau,2022-08-23,5.06,0.5,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222332022239.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,10,3.0,1.0,6.0,0.0,6.0,6.500000648917879e-05,0.0,,-4.1870866,0.7041505168397991
2021591,NES22-10084,1,8/24/2022,WI,3096.237609,NONE,Southeastern Wisconsin Till Plains,2022-08-24,3.03,0.11,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222332022239.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,341,8.0,18.0,315.0,0.0,315.0,6.500000648917879e-05,0.0,,-4.1870866,0.48144262850230496
2021592,NES22-10072,1,8/24/2022,WI,1975.004018,NONE,Northern Lakes and Forests,2022-08-24,30.1,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222332022239.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,220,25.0,33.0,31.0,131.0,162.0,0.010928823193440932,1.0,,-1.9614265999999998,1.4785664955938433
2021639,NES22-10107,1,8/31/2022,AR,2700.491153,NONE,Ouachita Mountains,2022-08-31,9.32,0.2,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222402022246.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,301,69.0,169.0,63.0,0.0,63.0,6.500000648917879e-05,0.0,,-4.1870866,0.9694159123539814
2021630,NES22-10111,1,8/30/2022,AR,11305.58349,NONE,South Central Plains,2022-08-30,24.2,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222402022246.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,1255,224.0,83.0,681.0,267.0,948.0,0.0072922810778448905,1.0,,-2.1371366,1.3838153659804313
2021633,NLA22_IL-10018,1,8/30/2022,IL,94.34253263,LAKE ZURICH,Southeastern Wisconsin Till Plains,2022-08-30,8.24,0.16,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222402022246.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,10,1.0,5.0,0.0,4.0,4.0,0.0018426777845897708,1.0,,-2.7345505999999995,0.9159272116971158
2021632,NLA22_IL-10032,1,8/29/2022,IL,66.14390024,LAKE CATHERINE,Southeastern Wisconsin Till Plains,2022-08-29,29.1,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222402022246.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,7,1.0,0.0,0.0,6.0,6.0,0.001997981211887043,1.0,,-2.6994086,1.4638929889859074
2021641,NLA22_KS-10076,1,8/30/2022,KS,1157.646014,LOVEWELL RESERVOIR,Central Great Plains,2022-08-30,62.7,0.33,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222402022246.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,124,30.0,6.0,7.0,81.0,88.0,0.01594297628170528,1.0,,-1.7974305999999998,1.7972675408307164
2021660,NES22-10073,1,9/1/2022,MN,903.4725112,Okamanpeedan Lake,Western Corn Belt Plains,2022-09-01,123.0,0.22,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222402022246.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,97,4.0,0.0,0.0,93.0,93.0,0.03129099693196857,1.0,,-1.5045805999999997,2.089905111439398
2021652,NES22-10065,1,8/31/2022,MN,282.0245369,NONE,North Central Hardwood Forests,2022-08-31,15.1,1.04,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222402022246.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,29,2.0,8.0,5.0,14.0,19.0,0.0026880998708233637,1.0,,-2.5705545999999995,1.1789769472931695
2021653,NES22-10077,1,8/31/2022,MN,422.0085627,NONE,North Central Hardwood Forests,2022-08-31,3.06,0.14,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222402022246.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,48,4.0,1.0,42.0,1.0,43.0,0.00010851240774472338,1.0,,-3.9645205999999997,0.48572142648158
2021645,NLA22_ND-10030,1,8/30/2022,ND,27.68500017,NONE,Northern Glaciated Plains,2022-08-30,57.7,15.8,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222402022246.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,2,0.0,0.0,0.0,2.0,2.0,0.016826639874000782,1.0,,-1.7740025999999998,1.7611758131557314
2021671,NLA22_NE-10078,1,9/2/2022,NE,69.55259905,STAGECOACH LAKE,Western Corn Belt Plains,2022-09-02,251.0,3.67,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222402022246.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,8,3.0,0.0,0.0,5.0,5.0,0.01874361693655935,1.0,,-1.7271465999999998,2.399673721481038
2021620,NLA22_NE-10094,1,8/29/2022,NE,55.89841135,ROCKFORD LAKE,Western Corn Belt Plains,2022-08-29,108.0,1.99,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222402022246.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,8,1.0,1.0,0.0,6.0,6.0,0.017759281858445344,1.0,,-1.7505745999999998,2.03342375548695
2021634,NLA22_WA-10073,1,8/30/2022,WA,348.1540023,CURLEW LAKE,Northern Rockies,2022-08-30,3.57,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222402022246.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,39,8.0,22.0,9.0,0.0,9.0,6.500000648917879e-05,0.0,,-4.1870866,0.5526682161121932
2021625,NLA22_WY-10061,1,8/30/2022,WY,510.728689,NEW FORK LAKES,Middle Rockies,2022-08-30,0.464,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222402022246.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,56,2.0,4.0,40.0,10.0,50.0,0.00031068865857931445,1.0,,-3.5076745999999996,-0.3334820194451191
2021678,NLA22_CA-10098,1,9/6/2022,CA,387.5883027,WISHON RESERVOIR,Sierra Nevada,2022-09-06,1.27,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222472022253.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,43,19.0,0.0,24.0,0.0,24.0,6.500000648917879e-05,0.0,,-4.1870866,0.10380372095595687
2021683,NLA22_CA-10103,1,9/7/2022,CA,595.5325072,CAMP FAR WEST RESERVOIR,Central California Foothills and Coastal Mountains,2022-09-07,82.1,0.13,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222472022253.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,70,2.0,29.0,39.0,0.0,39.0,6.500000648917879e-05,0.0,,-4.1870866,1.9143431571194407
2021690,NES22-10199,1,9/7/2022,ID,10882.66248,NONE,Northern Rockies,2022-09-07,1.21,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222472022253.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,1222,39.0,20.0,1116.0,47.0,1163.0,0.00034608390305791557,1.0,,-3.4608185999999996,0.08278537031645007
2021695,NLA22_MN-10106,1,9/8/2022,MN,117.3800796,LAKE BROPHY,North Central Hardwood Forests,2022-09-08,3.62,0.46,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222472022253.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,10,1.0,2.0,7.0,0.0,7.0,6.500000648917879e-05,0.0,,-4.1870866,0.5587085705331657
2021682,NLA22_NY-10030,1,9/7/2022,NY,962.158176,DELTA RESERVOIR,Eastern Great Lakes Lowlands,2022-09-07,2.97,0.14,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222472022253.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,104,4.0,32.0,68.0,0.0,68.0,6.500000648917879e-05,0.0,,-4.1870866,0.4727564493172124
2021710,NES22-10209,1,9/9/2022,OR,1048.908947,NONE,Cascades,2022-09-09,2.3,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222472022253.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,116,34.0,12.0,70.0,0.0,70.0,6.500000648917879e-05,0.0,,-4.1870866,0.36172783601759284
2021680,NLA22_SD-10102,1,9/6/2022,SD,50.86000555,BEAVER LAKE,Northern Glaciated Plains,2022-09-06,533.0,0.35,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222472022253.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,5,1.0,1.0,0.0,3.0,3.0,0.037793524962700324,1.0,,-1.4225825999999997,2.7267272090265724
2021692,NLA22_SD-10136,1,9/7/2022,SD,94.51000163,LAKE BADUS,Northern Glaciated Plains,2022-09-07,454.0,23.0,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222472022253.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,11,0.0,0.0,0.0,11.0,11.0,0.04443256654631229,1.0,,-1.3522985999999997,2.6570558528571038
2021700,NES22-10200,1,9/8/2022,WA,2711.085952,NONE,Columbia Plateau,2022-09-08,1.93,0.64,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222472022253.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,311,47.0,19.0,132.0,113.0,245.0,0.005876941937084154,1.0,,-2.2308486,0.28555730900777376
2021773,NLA22_MN-10056,1,9/15/2022,MN,34.87592866,NONE,North Central Hardwood Forests,2022-09-15,365.0,1.99,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222542022260.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,4,0.0,0.0,0.0,4.0,4.0,0.024546716116058534,1.0,,-1.6100065999999997,2.5622928644564746
2021731,NLA22_MN-10067,1,9/13/2022,MN,61.06060495,JOHNSON LAKE,Northern Lakes and Forests,2022-09-13,3.47,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222542022260.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,7,2.0,2.0,3.0,0.0,3.0,6.500000648917879e-05,0.0,,-4.1870866,0.5403294747908738
2021764,NLA22_MN-10103,1,9/15/2022,MN,565.2373512,CRYSTAL LAKE,North Central Hardwood Forests,2022-09-15,6.02,2.36,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222542022260.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,61,8.0,1.0,27.0,25.0,52.0,0.0026165642298072124,1.0,,-2.5822686,0.7795964912578245
2021772,NLA22_MN-10110,1,9/16/2022,MN,56.85454551,CLEAR LAKE,Northern Glaciated Plains,2022-09-16,222.0,15.3,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222542022260.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,8,0.0,0.0,0.0,8.0,8.0,0.028858742295052624,1.0,,-1.5397225999999997,2.346352974450639
2021742,NLA22_ND-10163,1,9/14/2022,ND,50.22743165,NONE,Northwestern Glaciated Plains,2022-09-14,17.3,6.0,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222542022260.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,5,1.0,0.0,2.0,2.0,4.0,0.006372258716007311,1.0,,-2.1957065999999994,1.2380461031287955
2021763,NLA22_SD-10097,1,9/14/2022,SD,27.27763319,NONE,Northwestern Glaciated Plains,2022-09-14,36.7,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222542022260.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,3,0.0,0.0,0.0,3.0,3.0,0.0067254508006298515,1.0,,-2.1722786,1.5646660642520893
2021733,NLA22_SD-10125,1,9/13/2022,SD,12.29256116,NONE,Northwestern Glaciated Plains,2022-09-13,242.0,25.3,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222542022260.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,1,0.0,0.0,0.0,1.0,1.0,0.022638695600632062,1.0,,-1.6451485999999997,2.383815365980431
2021718,NLA22_SD-10169,1,9/12/2022,SD,64.86460162,NONE,Northwestern Glaciated Plains,2022-09-12,4.55,0.67,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222542022260.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,9,2.0,3.0,4.0,0.0,4.0,6.500000648917879e-05,0.0,,-4.1870866,0.6580113966571124
2021761,NES22-10014,1,9/14/2022,TN,3029.384333,South Holston Lake,Ridge and Valley,2022-09-14,11.0,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222542022260.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,339,98.0,84.0,157.0,0.0,157.0,6.500000648917879e-05,0.0,,-4.1870866,1.0413926851582251
2021750,NLA22_TX-10168,1,9/14/2022,TX,70.37951322,PALO PINTO CREEK RESERVOIR,Cross Timbers,2022-09-14,28.8,0.15,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222542022260.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,8,6.0,0.0,1.0,1.0,2.0,0.0003368739275955696,1.0,,-3.4725325999999996,1.4593924877592308
2021747,NLA22_UT-10043,1,9/14/2022,UT,1044.71172,FISH LAKE,Wasatch and Uinta Mountains,2022-09-14,1.43,0.14,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222542022260.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,115,7.0,0.0,83.0,25.0,108.0,0.012848647071018005,1.0,,-1.8911425999999998,0.1553360374650618
2021727,NLA22_WI-10113,1,9/13/2022,WI,137.6265866,LONG LAKE,Northern Lakes and Forests,2022-09-13,12.1,1.71,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222542022260.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,15,1.0,11.0,0.0,3.0,3.0,0.010354887860243467,1.0,,-1.9848545999999998,1.08278537031645
2021752,NES22-10163,1,9/13/2022,WY,2044.133942,NONE,Middle Rockies,2022-09-13,0.494,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222542022260.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,229,11.0,1.0,192.0,25.0,217.0,0.0003279090477509843,1.0,,-3.4842465999999996,-0.30627305107635305
2021753,NES22-10171,1,9/14/2022,WY,7494.269953,NONE,Wyoming Basin,2022-09-14,4.08,0.29,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222542022260.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,832,56.0,25.0,160.0,591.0,751.0,0.01824481230988928,1.0,,-1.7388605999999998,0.6106601630898799
2021828,NES22-10196,1,9/21/2022,CA,349.0251037,NONE,Central California Foothills and Coastal Mountains,2022-09-21,9.92,0.17,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222612022267.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,45,12.0,13.0,10.0,10.0,20.0,0.004028611610130368,1.0,,-2.3948446,0.9965116721541787
2021798,NES22-10087,1,9/20/2022,IN,4497.050159,NONE,Interior Plateau,2022-09-20,28.0,0.16,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222612022267.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,498,56.0,34.0,56.0,352.0,408.0,0.014312430803509307,1.0,,-1.8442865999999998,1.4471580313422192
2021794,NLA22_MS-10005,1,9/20/2022,MS,1018.232741,COLUMBUS LAKE,Southeastern Plains,2022-09-20,44.3,,True,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222612022267.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,117,18.0,8.0,65.0,26.0,91.0,0.004138751965430195,1.0,,-2.3831305999999994,1.6464037262230695
2021807,NLA22_ND-10119,1,9/20/2022,ND,24.6120549,NONE,Northwestern Glaciated Plains,2022-09-20,137.0,46.0,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222612022267.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,4,1.0,0.0,0.0,3.0,3.0,0.02325762693933648,1.0,,-1.6334345999999997,2.1367205671564067
2021817,NLA22_NE-10104,1,9/20/2022,NE,1196.338985,SUTHERLAND RESERVOIR,Nebraska Sand Hills,2022-09-20,30.7,0.6,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222612022267.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,132,6.0,2.0,4.0,120.0,124.0,0.005275885965362675,1.0,,-2.2777046,1.4871383754771865
2021793,NES22-10007,1,9/20/2022,NY,4260.667707,NONE,Northern Allegheny Plateau,2022-09-20,4.06,0.52,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222612022267.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,474,13.0,111.0,350.0,0.0,350.0,6.500000648917879e-05,0.0,,-4.1870866,0.608526033577194
2021783,NES22-10012,1,9/19/2022,NY,20770.31373,NONE,Eastern Great Lakes Lowlands,2022-09-19,10.6,0.39,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222612022267.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,2320,26.0,40.0,1992.0,262.0,2254.0,0.0011968105255155059,1.0,,-2.9219745999999995,1.0253058652647702
2021805,NES22-10011,1,9/21/2022,NY,4721.377641,NONE,Northern Allegheny Plateau,2022-09-21,2.39,1.94,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222612022267.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,530,17.0,192.0,295.0,26.0,321.0,0.0005935555907538227,1.0,,-3.2265385999999996,0.3783979009481377
2021822,NES22-10086,1,9/21/2022,OH,2051.448351,NONE,Eastern Corn Belt Plains,2022-09-21,98.4,0.54,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222612022267.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,231,41.0,1.0,18.0,171.0,189.0,0.020878985851911634,1.0,,-1.6802905999999997,1.9929950984313416
2021821,NES22-10058,1,9/21/2022,OH,345.7064836,NONE,Eastern Corn Belt Plains,2022-09-21,100.0,0.12,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222612022267.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,38,11.0,11.0,0.0,16.0,16.0,0.017286672330235658,1.0,,-1.7622885999999998,2.0
2021823,NES22-10074,1,9/22/2022,OH,12.06697006,NONE,Eastern Corn Belt Plains,2022-09-22,32.1,0.38,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222612022267.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,45,15.0,13.0,17.0,0.0,17.0,6.500000648917879e-05,0.0,,-4.1870866,1.506505032404872
2021837,NLA22_CA-10201,1,9/26/2022,CA,768.6049782,LAKE KAWEAH,Central California Foothills and Coastal Mountains,2022-09-26,67.5,0.15,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222682022274.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,85,43.0,19.0,23.0,0.0,23.0,6.500000648917879e-05,0.0,,-4.1870866,1.8293037728310249
2021842,NLA22_SD-10187,1,9/27/2022,SD,5620.247537,LAKE THOMPSON,Northern Glaciated Plains,2022-09-27,12.2,1.86,False,C:\Users\arikt\Documents\GitHub\HAB_PoC\data-sources\cyan\data\raw\conus_mosaic_weekly\L20222682022274.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m.tif,0,624,90.0,2.0,1.0,531.0,532.0,0.011227612102877545,1.0,,-1.9497125999999998,1.0863598306747482
